60|4.14|V4: Access Control Verification Requirements|Verify the system can protect against aggregate or continuous access of secured functions, resources, or data. For example, consider the use of a resource governor to limit the number of edits per hour or to prevent the entire database from being scraped by an individual user.||x|x|2.0
61|4.15|V4: Access Control Verification Requirements|Verify the application has additional authorization (such as step up or adaptive authentication) for lower value systems, and / or segregation of duties for high value applications to enforce anti-fraud controls as per the risk of application and past fraud.||x|x|3.0
62|4.16|V4: Access Control Verification Requirements|Verify that the application correctly enforces context-sensitive authorisation so as to not allow unauthorised manipulation by means of parameter tampering.|x|x|x|3.0
63|5.1|V5: Malicious input handling verification requirements|Verify that the runtime environment is not susceptible to buffer overflows, or that security controls prevent buffer overflows.|x|x|x|1.0
64|5.3|V5: Malicious input handling verification requirements|Verify that server side input validation failures result in request rejection and are logged.|x|x|x|1.0
65|5.5|V5: Malicious input handling verification requirements|Verify that input validation routines are enforced on the server side.|x|x|x|1.0
66|5.6|V5: Malicious input handling verification requirements|Verify that a single input validation control is used by the application for each type of data that is accepted.|||x|1.0
67|5.10|V5: Malicious input handling verification requirements|Verify that all SQL queries, HQL, OSQL, NOSQL and stored procedures, calling of stored procedures are protected by the use of prepared statements or query parameterization, and thus not susceptible to SQL injection|x|x|x|2.0
68|5.11|V5: Malicious input handling verification requirements|Verify that the application is not susceptible to LDAP Injection, or that security controls prevent LDAP Injection.|x|x|x|2.0
69|5.12|V5: Malicious input handling verification requirements|Verify that the application is not susceptible to OS Command Injection, or that security controls prevent OS Command Injection.|x|x|x|2.0
70|5.13|V5: Malicious input handling verification requirements|Verify that the application is not susceptible to Remote File Inclusion (RFI) or Local File Inclusion (LFI) when content is used that is a path to a file.|x|x|x|3.0
71|5.14|V5: Malicious input handling verification requirements|Verify that the application is not susceptible to common XML attacks, such as XPath query tampering, XML External Entity attacks, and XML injection attacks.|x|x|x|2.0
72|5.15|V5: Malicious input handling verification requirements|Ensure that all string variables placed into HTML or other web client code is either properly contextually encoded manually, or utilize templates that automatically encode contextually to ensure the application is not susceptible to reflected, stored and DOM Cross-Site Scripting (XSS) attacks.|x|x|x|2.0
73|5.16|V5: Malicious input handling verification requirements|If the application framework allows automatic mass parameter assignment (also called automatic variable binding) from the inbound request to a model, verify that security sensitive fields such as “a ccountBalance ”, “r ole ” or “p assword ” are protected from malicious automatic binding.||x|x|2.0
74|5.17|V5: Malicious input handling verification requirements|Verify that the application has defenses against HTTP parameter pollution attacks, particularly if the application framework makes no distinction about the source of request parameters (GET, POST, cookies, headers, environment, etc.)||x|x|2.0
75|5.18|V5: Malicious input handling verification requirements|Verify that client side validation is used as a second line of defense, in addition to server side validation.||x|x|3.0
76|5.19|V5: Malicious input handling verification requirements|Verify that all input data is validated, not only HTML form fields but all sources of input such as REST calls, query parameters, HTTP headers, cookies, batch files, RSS feeds, etc; using positive validation (whitelisting), then lesser forms of validation such as greylisting (eliminating known bad strings), or rejecting bad inputs (blacklisting).||x|x|3.0
77|5.20|V5: Malicious input handling verification requirements|Verify that structured data is strongly typed and validated against a defined schema including allowed characters, length and pattern (e.g. credit card numbers or telephone, or validating that two related fields are reasonable, such as validating suburbs and zip or post codes match).||x|x|3.0
78|5.21|V5: Malicious input handling verification requirements|Verify that unstructured data is sanitized to enforce generic safety measures such as allowed characters and length, and characters potentially harmful in given context should be escaped (e.g. natural names with Unicode or apostrophes, such as ねこ or O'Hara)||x|x|3.0
79|5.22|V5: Malicious input handling verification requirements|Make sure untrusted HTML from WYSIWYG editors or similar are properly sanitized with an HTML sanitizer and handle it appropriately according to the input validation task and encoding task.|x|x|x|3.0
80|5.23|V5: Malicious input handling verification requirements|For auto-escaping template technology, if UI escaping is disabled, ensure that HTML sanitization is enabled instead.||x|x|3.0
81|5.24|V5: Malicious input handling verification requirements|Verify that data transferred from one DOM context to another, uses safe JavaScript methods, such as using .innerText and .val.||x|x|3.0
82|5.25|V5: Malicious input handling verification requirements|Verify when parsing JSON in browsers, that JSON.parse is used to parse JSON on the client. Do not use eval() to parse JSON on the client.||x|x|3.0
83|5.26|V5: Malicious input handling verification requirements|Verify that authenticated data is cleared from client storage, such as the browser DOM, after the session is terminated.||x|x|3.0
84|7.2|V7: Cryptography at rest verification requirements|Verify that all cryptographic modules fail securely, and errors are handled in a way that does not enable oracle padding.|x|x|x|1.0
85|7.6|V7: Cryptography at rest verification requirements|Verify that all random numbers, random file names, random GUIDs, and random strings are generated using the cryptographic module’s approved random number generator when these random values are intended to be not guessable by an attacker.||x|x|1.0
86|7.7|V7: Cryptography at rest verification requirements|Verify that cryptographic algorithms used by the application have been validated against FIPS 140-2 or an equivalent standard.|x|x|x|1.0
87|7.8|V7: Cryptography at rest verification requirements|Verify that cryptographic modules operate in their approved mode according to their published security policies.|||x|1.0
88|7.9|V7: Cryptography at rest verification requirements|Verify that there is an explicit policy for how cryptographic keys are managed (e.g., generated, distributed, revoked, and expired). Verify that this key lifecycle is properly enforced.||x|x|1.0
89|7.11|V7: Cryptography at rest verification requirements|Verify that all consumers of cryptographic services do not have direct access to key material. Isolate cryptographic processes, including master secrets and consider the use of a virtualized or physical hardware key vault (HSM). |||x|3.0.1
90|7.12|V7: Cryptography at rest verification requirements|Personally Identifiable Information should be stored encrypted at rest and ensure that communication goes via protected channels.||x|x|3.0
91|7.13|V7: Cryptography at rest verification requirements|Verify that sensitive passwords or key material maintained in memory is overwritten with zeros as soon as it no longer required, to mitigate memory dumping attacks.||x|x|3.0.1
92|7.14|V7: Cryptography at rest verification requirements|Verify that all keys and passwords are replaceable, and are generated or replaced at installation time.||x|x|3.0
93|7.15|V7: Cryptography at rest verification requirements|Verify that random numbers are created with proper entropy even when the application is under heavy load, or that the application degrades gracefully in such circumstances.|||x|3.0
94|8.1|V8: Error handling and logging verification requirements|Verify that the application does not output error messages or stack traces containing sensitive data that could assist an attacker, including session id, software/framework versions and personal information|x|x|x|1.0
95|8.2|V8: Error handling and logging verification requirements|Verify that error handling logic in security controls denies access by default.||x|x|1.0
96|8.3|V8: Error handling and logging verification requirements|Verify security logging controls provide the ability to log success and particularly failure events that are identified as security-relevant.||x|x|1.0
97|8.4|V8: Error handling and logging verification requirements|Verify that each log event includes necessary information that would allow for a detailed investigation of the timeline when an event happens.||x|x|1.0
98|8.5|V8: Error handling and logging verification requirements|Verify that all events that include untrusted data will not execute as code in the intended log viewing software.|||x|1.0
99|8.6|V8: Error handling and logging verification requirements|Verify that security logs are protected from unauthorized access and modification.||x|x|1.0
100|8.7|V8: Error handling and logging verification requirements|Verify that the application does not log sensitive data as defined under local privacy laws or regulations, organizational sensitive data as defined by a risk assessment, or sensitive authentication data that could assist an attacker, including user’s session identifiers, passwords, hashes, or API tokens.||x|x|3.0
101|8.8|V8: Error handling and logging verification requirements|Verify that all non-printable symbols and field separators are properly encoded in log entries, to prevent log injection.|||x|2.0
102|8.9|V8: Error handling and logging verification requirements|Verify that log fields from trusted and untrusted sources are distinguishable in log entries.|||x|2.0
103|8.10|V8: Error handling and logging verification requirements|Verify that an audit log or similar allows for non-repudiation of key transactions.||x|x|3.0
104|8.11|V8: Error handling and logging verification requirements|Verify that security logs have some form of integrity checking or controls to prevent unauthorized modification.|||x|3.0
105|8.12|V8: Error handling and logging verification requirements|Verify that the logs are stored on a different partition than the application is running with proper log rotation.|||x|3.0
106|8.13|V8: Error handling and logging verification requirements|Time sources should be synchronized to ensure logs have the correct time|x|x|x|3.0.1
107|9.1|V9: Data protection verification requirements|Verify that all forms containing sensitive information have disabled client side caching, including autocomplete features.|x|x|x|1.0
108|9.2|V9: Data protection verification requirements|Verify that the list of sensitive data processed by the application is identified, and that there is an explicit policy for how access to this data must be controlled, encrypted and enforced under relevant data protection directives.|||x|1.0
109|9.3|V9: Data protection verification requirements|Verify that all sensitive data is sent to the server in the HTTP message body or headers (i.e., URL parameters are never used to send sensitive data).|x|x|x|1.0
110|9.4|V9: Data protection verification requirements|Verify that the application sets appropriate anti-caching headers as per the risk of the application|x|x|x|1.0
111|9.5|V9: Data protection verification requirements|Verify that on the server, all cached or temporary copies of sensitive data stored are protected from unauthorized access or purged/invalidated after the authorized user accesses the sensitive data.||x|x|1.0
112|9.6|V9: Data protection verification requirements|Verify that there is a method to remove each type of sensitive data from the application at the end of the required retention policy.|||x|1.0
113|9.7|V9: Data protection verification requirements|Verify the application minimizes the number of parameters in a request, such as hidden fields, Ajax variables, cookies and header values.||x|x|2.0
114|9.8|V9: Data protection verification requirements|Verify the application has the ability to detect and alert on abnormal numbers of requests for data harvesting for an example screen scraping.|||x|2.0
115|9.9|V9: Data protection verification requirements|Verify that data stored in client side storage (such as HTML5 local storage, session storage, IndexedDB, regular cookies or Flash cookies) does not contain sensitive data or PII.|x|x|x|3.0.1
116|9.10|V9: Data protection verification requirements|Verify accessing sensitive data is logged, if the data is collected under relevant data protection directives or where logging of accesses is required.||x|x|3.0
117|9.11|V9: Data protection verification requirements|Verify that sensitive information maintained in memory is overwritten with zeros as soon as it no longer required, to mitigate memory dumping attacks.||x|x|3.0.1
118|10.1|V10: Communications security verification requirements|Verify that a path can be built from a trusted CA to each Transport Layer Security (TLS) server certificate, and that each server certificate is valid.|x|x|x|1.0
119|10.3|V10: Communications security verification requirements|Verify that TLS is used for all connections (including both external and backend connections) that are authenticated or that involve sensitive data or functions, and does not fall back to insecure or unencrypted protocols. Ensure the strongest alternative is the preferred algorithm.|x|x|x|3.0
120|10.4|V10: Communications security verification requirements|Verify that backend TLS connection failures are logged.|||x|1.0
121|10.5|V10: Communications security verification requirements|Verify that certificate paths are built and verified for all client certificates using configured trust anchors and revocation information.|||x|1.0
122|10.6|V10: Communications security verification requirements|Verify that all connections to external systems that involve sensitive information or functions are authenticated.||x|x|1.0
123|10.8|V10: Communications security verification requirements|Verify that there is a single standard TLS implementation that is used by the application that is configured to operate in an approved mode of operation.|||x|1.0
124|10.10|V10: Communications security verification requirements|Verify that TLS certificate public key pinning (HPKP) is implemented with production and backup public keys. For more information, please see the references below. ||x|x|3.0.1
125|10.11|V10: Communications security verification requirements|Verify that HTTP Strict Transport Security headers are included on all requests and for all subdomains, such as Strict-Transport-Security: max-age=15724800; includeSubdomains|x|x|x|3.0
126|10.12|V10: Communications security verification requirements|Verify that production website URL has been submitted to preloaded list of Strict Transport Security domains maintained by web browser vendors. Please see the references below.|||x|3.0
127|10.13|V10: Communications security verification requirements|Ensure forward secrecy ciphers are in use to mitigate passive attackers recording traffic.|x|x|x|3.0
128|10.14|V10: Communications security verification requirements|Verify that proper certification revocation, such as Online Certificate Status Protocol (OSCP) Stapling, is enabled and configured.|x|x|x|3.0
129|10.15|V10: Communications security verification requirements|Verify that only strong algorithms, ciphers, and protocols are used, through all the certificate hierarchy, including root and intermediary certificates of your selected certifying authority.|x|x|x|3.0
130|10.16|V10: Communications security verification requirements|Verify that the TLS settings are in line with current leading practice, particularly as common configurations, ciphers, and algorithms become insecure.|x|x|x|3.0
131|11.1|V11: HTTP security configuration verification requirements|Verify that the application accepts only a defined set of required HTTP request methods, such as GET and POST are accepted, and unused methods (e.g. TRACE, PUT, and DELETE) are explicitly blocked.|x|x|x|1.0
132|11.2|V11: HTTP security configuration verification requirements|Verify that every HTTP response contains a content type header specifying a safe character set (e.g., UTF-8, ISO 8859-1).|x|x|x|1.0
133|11.3|V11: HTTP security configuration verification requirements|Verify that HTTP headers added by a trusted proxy or SSO devices, such as a bearer token, are authenticated by the application.||x|x|2.0
134|11.4|V11: HTTP security configuration verification requirements|Verify that a suitable X-FRAME-OPTIONS header is in use for sites where content should not be viewed in a 3rd-party X-Frame||x|x|3.0.1
135|11.5|V11: HTTP security configuration verification requirements|Verify that the HTTP headers or any part of the HTTP response do not expose detailed version information of system components.|x|x|x|2.0
136|11.6|V11: HTTP security configuration verification requirements|Verify that all API responses contain X-Content-Type-Options: nosniff and Content-Disposition: attachment; filename="api.json" (or other appropriate filename for the content type).|x|x|x|3.0
137|11.7|V11: HTTP security configuration verification requirements|Verify that a content security policy (CSPv2) is in place that helps mitigate common DOM, XSS, JSON, and JavaScript injection vulnerabilities. |x|x|x|3.0.1
138|11.8|V11: HTTP security configuration verification requirements|Verify that the X-XSS-Protection: 1; mode=block header is in place.|x|x|x|3.0
139|13.1|V13: Malicious controls verification requirements|Verify all malicious activity is adequately sandboxed, containerized or isolated to delay and deter attackers from attacking other applications.|||x|2.0
140|13.2|V13: Malicious controls verification requirements|Verify that the application source code, and as many third party libraries as possible, does not contain back doors, Easter eggs, and logic flaws in authentication, access control, input validation, and the business logic of high value transactions. |||x|3.0.1
141|15.1|V15: Business logic verification requirements|Verify the application will only process business logic flows in sequential step order, with all steps being processed in realistic human time, and not process out of order, skipped steps, process steps from another user, or too quickly submitted transactions.||x|x|2.0
142|15.2|V15: Business logic verification requirements|Verify the application has business limits and correctly enforces on a per user basis, with configurable alerting and automated reactions to automated or unusual attack.||x|x|2.0
143|16.1|V16: Files and resources verification requirements|Verify that URL redirects and forwards only allow whitelisted destinations, or show a warning when redirecting to potentially untrusted content.|x|x|x|2.0
144|16.2|V16: Files and resources verification requirements|Verify that untrusted file data submitted to the application is not used directly with file I/O commands, particularly to protect against path traversal, local file include, file mime type, and OS command injection vulnerabilities.|x|x|x|2.0
145|16.3|V16: Files and resources verification requirements|Verify that files obtained from untrusted sources are validated to be of expected type and scanned by antivirus scanners to prevent upload of known malicious content.|x|x|x|2.0
146|16.4|V16: Files and resources verification requirements|Verify that untrusted data is not used within inclusion, class loader, or reflection capabilities to prevent remote/local file inclusion vulnerabilities.|x|x|x|2.0
147|16.5|V16: Files and resources verification requirements|Verify that untrusted data is not used within cross-domain resource sharing (CORS) to protect against arbitrary remote content.|x|x|x|2.0
148|16.6|V16: Files and resources verification requirements|Verify that files obtained from untrusted sources are stored outside the webroot, with limited permissions, preferably with strong validation.||x|x|3.0
149|16.7|V16: Files and resources verification requirements|Verify that the web or application server is configured by default to deny access to remote resources or systems outside the web or application server.||x|x|2.0
150|16.8|V16: Files and resources verification requirements|Verify the application code does not execute uploaded data obtained from untrusted sources.|x|x|x|3.0
151|16.9|V16: Files and resources verification requirements|Do not use Flash, Active-X, Silverlight, NACL, client-side Java or other client side technologies not supported natively via W3C browser standards.|x|x|x|2.0
152|17.1|V17: Mobile verification requirements|Verify that ID values stored on the device and retrievable by other applications, such as the UDID or IMEI number are not used as authentication tokens.|x|x|x|2.0
153|17.2|V17: Mobile verification requirements|Verify that the mobile app does not store sensitive data onto potentially unencrypted shared resources on the device (e.g. SD card or shared folders).|x|x|x|2.0
154|17.3|V17: Mobile verification requirements|Verify that sensitive data is not stored unprotected on the device, even in system protected areas such as key chains.|x|x|x|2.0
155|17.4|V17: Mobile verification requirements|Verify that secret keys, API tokens, or passwords are dynamically generated in mobile applications.||x|x|2.0
156|17.5|V17: Mobile verification requirements|Verify that the mobile app prevents leaking of sensitive information (for example, screenshots are saved of the current application as the application is backgrounded or writing sensitive information in console).||x|x|2.0
157|17.6|V17: Mobile verification requirements|Verify that the application is requesting minimal permissions for required functionality and resources.||x|x|2.0
158|17.7|V17: Mobile verification requirements|Verify that the application sensitive code is laid out unpredictably in memory (For example ASLR).|x|x|x|2.0
159|17.8|V17: Mobile verification requirements|Verify that there are anti-debugging techniques present that are sufficient enough to deter or delay likely attackers from injecting debuggers into the mobile app (For example GDB).|||x|2.0
160|17.9|V17: Mobile verification requirements|Verify that the app does not export sensitive activities, intents, content providers etc., for other mobile apps on the same device to exploit.|x|x|x|2.0
161|17.10|V17: Mobile verification requirements|Verify that sensitive information maintained in memory is overwritten with zeros as soon as it no longer required, to mitigate memory dumping attacks.||x|x|3.0.1
162|17.11|V17: Mobile verification requirements|Verify that the app validates input to exported activities, intents, or content providers.|x|x|x|3.0.1
163|18.1|V18: Web services verification requirements|Verify that the same encoding style is used between the client and the server.|x|x|x|3.0
164|18.2|V18: Web services verification requirements|Verify that access to administration and management functions within the Web Service Application is limited to web service administrators.|x|x|x|3.0
165|18.3|V18: Web services verification requirements|Verify that XML or JSON schema is in place and verified before accepting input.|x|x|x|3.0
166|18.4|V18: Web services verification requirements|Verify that all input is limited to an appropriate size limit.|x|x|x|3.0
167|18.5|V18: Web services verification requirements|Verify that SOAP based web services are compliant with Web Services-Interoperability (WS-I) Basic Profile at minimum. This essentially means TLS encryption. |x|x|x|3.0.1
168|18.6|V18: Web services verification requirements|Verify the use of session-based authentication and authorization. Please refer to sections 2, 3 and 4 for further guidance. Avoid the use of static "API keys" and similar.|x|x|x|3.0
169|18.7|V18: Web services verification requirements|Verify that the REST service is protected from Cross-Site Request Forgery via the use of at least one or more of the following: ORIGIN checks, double submit cookie pattern, CSRF nonces, and referrer checks.|x|x|x|3.0.1
170|18.8|V18: Web services verification requirements|Verify the REST service explicitly check the incoming Content-Type to be the expected one, such as application/xml or application/json.||x|x|3.0
171|18.9|V18: Web services verification requirements|Verify that the message payload is signed to ensure reliable transport between client and service, using JSON Web Signing or WS-Security for SOAP requests.||x|x|3.0.1
172|18.10|V18: Web services verification requirements|Verify that alternative and less secure access paths do not exist.||x|x|3.0
173|19.1|V19. Configuration|All components should be up to date with proper security configuration(s) and version(s). This should include removal of unneeded configurations and folders such as sample applications, platform documentation, and default or example users.|x|x|x|3.0
174|19.2|V19. Configuration|Communications between components, such as between the application server and the database server, should be encrypted, particularly when the components are in different containers or on different systems.||x|x|3.0
175|19.3|V19. Configuration|Communications between components, such as between the application server and the database server should be authenticated using an account with the least necessary privileges.||x|x|3.0
176|19.4|V19. Configuration|Verify application deployments are adequately sandboxed, containerized or isolated to delay and deter attackers from attacking other applications.||x|x|3.0
177|19.5|V19. Configuration|Verify that the application build and deployment processes are performed in a secure fashion.||x|x|3.0
178|19.6|V19. Configuration|Verify that authorised administrators have the capability to verify the integrity of all security-relevant configurations to ensure that they have not been tampered with.|||x|3.0
179|19.7|V19. Configuration|Verify that all application components are signed.|||x|3.0
180|19.8|V19. Configuration|Verify that third party components come from trusted repositories.|||x|3.0
181|19.9|V19. Configuration|Ensure that build processes for system level languages have all security flags enabled, such as ASLR, DEP, and security checks.|||x|3.0
182|19.10|V19. Configuration|Verify that all application assets are hosted by the application, such as JavaScript libraries, CSS stylesheets and web fonts are hosted by the application rather than rely on a CDN or external provider.|||x|3.0.1
