Risk Pattern id,Risk Pattern name,Use case name,Threat id,Threat name,Threat desc,Threat references,Weakness id,Weakness name,Weakness desc,Weakness references,Countermeasure id,Countermeasure name,Countermeasure desc,Countermeasure test steps,Countermeasure references
HYDRAS-AWS-IAM,AWS Identity and Access Management,Authorization,AWS-LOSS-CONTROL-ENV,Attackers gain unauthorized access to the control of the environment,"Attackers could gain unauthorized access to the control of the environment, due of the
user accounts or role groups are not well defined and configured. Therefore, attackers
can make changes without the root approval.&nbsp;",,AWS-IAM-2.7,The credentials for the groups and roles are not configured,"The credentials for the groups and roles are not correctly configured and there are user
accounts with more privileges than the necessary.",,Hydras-AWS-EC2-6.3,Apply IAM roles for EC2 instances IAM roles for EC2 instances,"Applications that run on an Amazon EC2 instance need credentials in order to access other AWS
services. To provide credentials to the application in a secure way, use IAM roles. A role is an
entity that has its own set of permissions, but that isn't a user or group. Roles also don't
have their own permanent set of credentials the way IAM users do. In the case of Amazon EC2, IAM
dynamically provides temporary credentials to the EC2 instance, and these credentials are
automatically rotated for you.



When you launch an EC2 instance, you can specify a role for the instance as a launch
parameter. Applications that run on the EC2 instance can use the role's credentials when they
access AWS resources. The role's permissions determine what the application is allowed to do. It
is recommended that all EC2 instances be launched with a role, even if the role has no
permissions (as they can be added later if desired).



<b>Remediation:</b>



-Login to the AWS Management Console.
-Select EC2 from the services menu.
-Select &quot;Launch Instance&quot;.
-Complete the wizard until step 3 at which point ensure an IAM role is selected for the
&quot;IAM role&quot; option (note the role must already exist).
-Complete the wizard to launch the instance.
NB: You cannot add a role to an instance that has been launched without one. In these
cases create an AMI from an existing instance and launch a new instance, assigning an IAM role
as detailed above.



Content provided by
<a href=""https://hydrasit.com"" target=""_blank""> Hydras IT LTD</a>","-Login to the AWS Management Console.
-Select EC2 from the services menu.
-Select &quot;Instances&quot; from the left hand menu.
-For each instance in the list:

-select the instance
-in the preview pane confirm the instance has an &quot;IAM Role&quot;
assigned (if a hypen &quot;-&quot; is shown then your instance has no role
assigned).",
HYDRAS-AWS-IAM,AWS Identity and Access Management,Authorization,AWS-LOSS-CONTROL-ENV,Attackers gain unauthorized access to the control of the environment,"Attackers could gain unauthorized access to the control of the environment, due of the
user accounts or role groups are not well defined and configured. Therefore, attackers
can make changes without the root approval.&nbsp;",,AWS-IAM-2.7,The credentials for the groups and roles are not configured,"The credentials for the groups and roles are not correctly configured and there are user
accounts with more privileges than the necessary.",,Hydras-AWS-IAM-1.20,Create an IAM role for managing incidents with AWS,"<span style="" , Arial;""><span style="""">AWS provides a support center that can be
used for incident notification and response, as well as technical support and customer services.
Create an IAM Role to allow authorized users to manage incidents with AWS Support.
<br
/></span><span style="" font-weight: bold;"">Remediation:
</span><span
style="""">Using the Amazon unified command line interface, create an IAM role for managing
incidents with AWS:


-Create a trust relationship policy document that allows &lt;iam_user&gt; to
manage AWS incidents, and save it locally as /tmp/TrustPolicy.json:
</span></span>
<blockquote>
<blockquote>
<span style="" , Arial;""><span style="""">{</span></span>
</blockquote>
</blockquote>
<blockquote>
<blockquote>
<span style="" , Arial;""><span style="""">&quot;Version&quot;: &quot;2012-10-17&quot;,</span></span>
</blockquote>
<blockquote>
<span style="" , Arial;""><span style="""">&quot;Statement&quot;: [</span></span>
</blockquote>
</blockquote>
<blockquote>
<blockquote>
<blockquote>
<span style="" , Arial;""><span style="""">{</span></span>
</blockquote>
</blockquote>
<blockquote>
<blockquote>
<span style="" , Arial;""><span style="""">&quot;Effect&quot;: &quot;Allow&quot;,</span></span>
</blockquote>
</blockquote>
<blockquote>
<blockquote>
<span style="" , Arial;""><span style="""">&quot;Principal&quot;: {</span></span>
</blockquote>
</blockquote>
</blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>
<span style="" , Arial;""><span style="""">&quot;AWS&quot;: &quot;&lt;span
style=&quot;font-style: italic;&quot;&gt;&lt;iam_user&gt;&lt;/span&gt;&quot;</span></span>
</blockquote>
</blockquote>
</blockquote>
</blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>
<span style="" , Arial;""><span style="""">},</span></span>
</blockquote>
</blockquote>
</blockquote>
</blockquote>
<blockquote>
<blockquote>
<span style="" , Arial;""><span style="""">&quot;Action&quot;: &quot;sts:AssumeRole&quot;</span></span>
</blockquote>
</blockquote>
<blockquote>
<blockquote>
<blockquote>
<span style="" , Arial;""><span style="""">}</span></span>
</blockquote>
</blockquote>
<blockquote>
<blockquote>
<span style="" , Arial;""><span style="""">]</span></span>
</blockquote>
</blockquote>
</blockquote>
<blockquote>
<blockquote>
<span style="" , Arial;""><span style="""">}</span></span>
</blockquote>
</blockquote>

-Create the IAM role using the above trust policy:&nbsp;

<blockquote>
<blockquote>
aws iam create-role --role-name &lt;aws_support_iam_role&gt;
--assume-role-policy-document file:///tmp/TrustPolicy.json
</blockquote>
</blockquote>

-Attach 'AWSSupportAccess' managed policy to the created IAM role:&nbsp;

<blockquote>
<blockquote>
aws iam attach-role-policy --policy-arn &lt;iam_policy_arn&gt; --role-name &lt;aws_support_iam_role&gt;
</blockquote>
</blockquote>","<span style="" , Arial;"">Using the Amazon unified command line interface:


-List IAM policies, filter for the 'AWSSupportAccess' managed policy, and note the
&quot;Arn&quot; element value:&nbsp;
</span>
<blockquote>
<blockquote>
<span style="" , Arial;""><span style="""">aws iam list-policies --query &quot;Policies[?PolicyName
== 'AWSSupportAccess']&quot;</span></span>
</blockquote>
</blockquote>
<span style="" , Arial;"">

-Check if the 'AWSSupportAccess' is attached to any IAM user, group or role:&nbsp;
</span>
<blockquote>
<blockquote>
<span style="" , Arial;""><span style="""">aws iam list-entities-for-policy
--policy-arn &lt;iam_policy_arn&gt;</span></span>
</blockquote>
</blockquote>","https://docs.aws.amazon.com/cli/latest/reference/iam/attach-role-policy.html
https://docs.aws.amazon.com/cli/latest/reference/iam/list-entities-for-policy.html
https://docs.aws.amazon.com/cli/latest/reference/iam/list-policies.html
https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies_managed-vs-inline.htm"
HYDRAS-AWS-IAM,AWS Identity and Access Management,Authorization,AWS-LOSS-CONTROL-ENV,Attackers gain unauthorized access to the control of the environment,"Attackers could gain unauthorized access to the control of the environment, due of the
user accounts or role groups are not well defined and configured. Therefore, attackers
can make changes without the root approval.&nbsp;",,AWS-IAM-2.7,The credentials for the groups and roles are not configured,"The credentials for the groups and roles are not correctly configured and there are user
accounts with more privileges than the necessary.",,Hydras-AWS-IAM-2.7,Enforce Least Privilege,"Granting least privilege ensures that users only have the permissions required to complete
their jobs rather than additional privileges that are not required. Following this model ensures
that, should an account be compromised, the blast radius of damage is limited.




<b>Remediation:</b>


-Allocate privileges via groups or roles via the recommendation in &quot;Use RBAC
with pre-defined policies added into groups or roles&quot;.
Content provided by
<a href=""https://hydrasit.com"" target=""_blank""> Hydras IT LTD</a>","-Follow the audit check in &quot;Use RBAC with pre-defined policies added into
groups or roles&quot;.
-Ensure the privileges granted to these groups or roles only give the user the
ability to perform their and no more.",
HYDRAS-AWS-IAM,AWS Identity and Access Management,Authorization,AWS-LOSS-CONTROL-ENV,Attackers gain unauthorized access to the control of the environment,"Attackers could gain unauthorized access to the control of the environment, due of the
user accounts or role groups are not well defined and configured. Therefore, attackers
can make changes without the root approval.&nbsp;",,AWS-IAM-2.7,The credentials for the groups and roles are not configured,"The credentials for the groups and roles are not correctly configured and there are user
accounts with more privileges than the necessary.",,Hydras-AWS-IAM-2.8,Apply RBAC with pre-defined policies added into groups or roles,"Instead of defining permissions for individual IAM users, it's usually more convenient to
create groups that relate to job functions (administrators, developers, accounting, etc.),
define the relevant permissions for each group, and then assign IAM users to those groups. All
the users in an IAM group inherit the permissions assigned to the group. That way, you can make
changes for everyone in a group in just one place. As people move around in your company, you
can simply change what IAM group their IAM user belongs to. This method is know as Role Based
Access Control (RBAC).



<b>Remediation:
</b>Remove privilege granted directly to a user:



-Sign in to the AWS Management Console (with IAM update privileges).
-Go to IAM Service on the AWS Console.
-Click on Users.
-For each user complete the following:

-Select the user.
-Click on the Permissions tab.
-Expand &quot;Managed Policies&quot;.
-Click &quot;Detach Policy&quot;.
-Expand &quot;Inline Policies&quot;.
-Click &quot;Remove Policy&quot;.

Create a Group and add a user:



-Sign in to the AWS Management Console (with IAM update privileges).
-Go to IAM Service on the AWS Console.
-Select Groups and click Create New Group.&nbsp;
-In the Group Name box, type the name of the group and click Next Step.&nbsp;
-In the list of policies, select the check box for each policy that you want to apply
to all members of the group. Click Next Step.
-Click Create Group.
-Click the new Group and select the &quot;Users&quot; tab.
-Click &quot;Add Users to Group&quot;.
-Select the users and click &quot;Add Users&quot;.
Content provided by
<a href=""https://hydrasit.com"" target=""_blank""> Hydras IT LTD</a>","-Obtain a ilist of IAM users by: aws iam list-users --query 'Users[*].UserName'
--output text
-Run the following to dermine if they have policies directly attached:&nbsp;

<blockquote>
<blockquote>

aws iam list-attached-user-policies --user-name user

</blockquote>
<blockquote>




</blockquote>
<blockquote>

aws iam list-user-policies --user-name user

</blockquote>
</blockquote>",
HYDRAS-AWS-IAM,AWS Identity and Access Management,Authorization,AWS-LOSS-CONTROL-ENV,Attackers gain unauthorized access to the control of the environment,"Attackers could gain unauthorized access to the control of the environment, due of the
user accounts or role groups are not well defined and configured. Therefore, attackers
can make changes without the root approval.&nbsp;",,AWS-EXPIRATION-DATE,The password expiration is not established,"The password expiration is not configured and users are not obliged to change their passwords.
Not change frequently the passwords gives facilities to attackers to obtain them.",,Hydras-AWS-IAM-2.11,Configure password expiration,"Change access keys regularly, and make sure that all IAM users in your account do as well.
That way, if an access key is compromised without your knowledge, you limit how long the
credentials can be used to access your resources. Credential reports can be used to determine
how long access keys have been active for.



<b>Remediation:</b>



-Sign in to the AWS Management Console (with IAM update privileges).
-Go to IAM Service on the AWS Console.
-Click on Users.
-Select the user you wish to rotate the key for.
-Under access keys click &quot;Create Access Key&quot; (do not touch the
existing key yet).
-Click &quot;Download credentials&quot; or &quot;Show credentials&quot;
so that you have a record of them.
-Update any applications with the new credentials and test (we recommend to leave a few
days or a week for testing).
-Once complete complete 1-4 above and for the key which needs rotating click &quot;Make
Inactive | Delete&quot; and click &quot;Deactive&quot;.
-Once you are confident you will no longer need the key (wait several more days) repeat
1-4 and select &quot;Delete&quot; for the inactive key.



Content provided by
<a href=""https://hydrasit.com"" target=""_blank""> Hydras IT LTD</a>","-Generate a credential report: aws iam generate-credential-report
-Check the access keys created time: aws iam get-credential-report --query
'Content' --output text | base64 -D | awk -F, '{print $1,$9,$10,$14,$15}'&nbsp;
-For each access_key_1_active and access_key_9_active that is set to True ensure
the created date is within the last 90 days.",
HYDRAS-AWS-IAM,AWS Identity and Access Management,Authorization,AWS-LOSS-CONTROL-ENV,Attackers gain unauthorized access to the control of the environment,"Attackers could gain unauthorized access to the control of the environment, due of the
user accounts or role groups are not well defined and configured. Therefore, attackers
can make changes without the root approval.&nbsp;",,AWS-IAM-2.12,The rotation keys is not configured,The rotation keys are not configured to avoid to use old keys.,,Hydras-AWS-IAM-2.12,Rotate KMS CMK Keys at least every year,"Rotating keys regularly reduces the impact of a compromised key being used to access data
since old keys cannot be used once rotated.&nbsp;

&nbsp;


<b>Remediation:</b>



-List keys with:&nbsp; &quot;aws kms list-keys&quot;.
-For each key enable rotation: &quot;aws kms enable-key-rotation --key-id &lt;key_id&gt;&quot;.&nbsp;&nbsp;



Content provided by
<a href=""https://hydrasit.com"" target=""_blank""> Hydras IT LTD</a>","-List keys with: aws kms list-keys
-For each key check for rotation:&nbsp;aws kms get-key-rotation-status --key-id
&lt;key_id&gt;",
HYDRAS-AWS-LOG,AWS Logging,API Logging and Auditing,UNAUDITABLE-CHANGES-AWS,Attackers make undetected and unaudited changes to system configurations,"If audit trails are not properly protected, an attacker could gain access to the system,
modify the status of the resources or exfiltrate sensitive data without being noticed.",,AWS-Logging-3.3,Audit logs are accesible,"The audit logs are not encrypted and they can be accessed by attackers and obtain sensitive data
in clear text.",,Hydras-AWS-Logging-3.3,Ensure CloudTrail logs are not publically available,"Since cloudtrail logs capture all API calls for the AWS account they should be stored in an S3
bucket that is not accessible to the public. Applying the correct bucket policy helps ensure the
confidentiality of the data.



<b>Remediation:</b>



-Sign in to the AWS Management Console (with s3 update privileges).
-Select s3 from the services list.
-Right-click on the bucket you have used for &quot;cloudtrail&quot; and click
&quot;Properties&quot;.
-In the Properties pane, click the Permissions tab.&nbsp;
-Select the row that grants permission to &quot;Everyone&quot; or &quot;Any
Authenticated User&quot;.
-Uncheck all the permissions granted to Everyone or Any Authenticated User.
-Click Save to save the ACL.&nbsp;
-If the Edit bucket policy button is present, click it.
-Remove any Statement having an Effect set to Allow and a Principal set to *.&nbsp;
Content provided by
<a href=""https://hydrasit.com"" target=""_blank""> Hydras IT LTD</a>","-Obtain the bucket name of the cloudtrail:&nbsp;aws cloudtrail describe-trails
--query 'trailList[*].S3BucketName'
-Ensure &quot;AllUsers&quot; is not granted access to the bucket:&nbsp;aws
s3api get-bucket-acl --bucket &lt;bucket_name&gt; --query
'Grants[?Grantee.URI==`http://acs.amazonaws.com/groups/global/AllUsers`]'
-Ensure &quot;Authenticated Users&quot; is not granted access to the
bucket: aws s3api get-bucket-acl --bucket &lt;bucket_name&gt; --query
'Grants[?Grantee.URI==`http://acs.amazonaws.com/groups/global/Authenticated Users`]'
-Validate the bucket policy does not grant access to all:&nbsp;aws s3api
get-bucket-policy --bucket &lt;bucket_name&gt;
-Check that the above command does not provide a principal of *, with EFFECT set to
ALLOW.&nbsp;",
HYDRAS-AWS-LOG,AWS Logging,API Logging and Auditing,UNAUDITABLE-CHANGES-AWS,Attackers make undetected and unaudited changes to system configurations,"If audit trails are not properly protected, an attacker could gain access to the system,
modify the status of the resources or exfiltrate sensitive data without being noticed.",,AWS-Logging-3.3,Audit logs are accesible,"The audit logs are not encrypted and they can be accessed by attackers and obtain sensitive data
in clear text.",,Hydras-AWS-Logging-3.5,Encrypt CloudTrail logs using KMS,"By default, the log files delivered by CloudTrail to your bucket are encrypted by Amazon
server-side encryption with Amazon S3-managed encryption keys (SSE-S3). To provide a security
layer that is directly manageable, you can instead use server-side encryption with AWS
KMS–managed
keys (SSE-KMS) for your CloudTrail log files. This provides several advantages:



-You can create and manage the CMK encryption keys yourself.&nbsp;
-You can use a single CMK to encrypt and decrypt log files for multiple accounts across
all regions.&nbsp;
-You have control over who can use your key for encrypting and decrypting CloudTrail
log files.&nbsp;
-You can assign permissions for the key to the users in your organization according to
your requirements.
-You have enhanced security. With this feature, in order to read log files, you now
need to meet two conditions:&nbsp;

-you must have S3 read permission on the bucket, and&nbsp;
-you must be granted decrypt permission by the CMK policy.&nbsp;

Because S3 automatically decrypts the log files for requests from users authorized to
use the CMK, SSE-KMS encryption for CloudTrail log files is backward compatible with existing
applications that read CloudTrail log data.&nbsp;




<b>Remediation:</b>&nbsp;&nbsp;



-Sign in to the AWS Management Console (with cloudtrail update permissions).
-Select CloudTrail from the services menu.
-Select &quot;Trails&quot;.
-Click on a Trail.
-Under the S3 section click on the edit button.
-Click Advanced.
-Set &quot;Encrypt Log Files&quot; to &quot;Yes&quot;.
-Set &quot;Create a new KMS key&quot; to &quot;Yes&quot;.
-In &quot;KMS key&quot; type a name for your key.
-Click &quot;Save&quot;.
 Content provided by
<a href=""https://hydrasit.com"" target=""_blank""> Hydras IT LTD</a>","<blockquote>
aws cloudtrail describe-trails
</blockquote>Check that KMS is enabled if the &quot;KmsKeyId&quot; property is
set.",
HYDRAS-AWS-LOG,AWS Logging,API Logging and Auditing,UNAUDITABLE-CHANGES-AWS,Attackers make undetected and unaudited changes to system configurations,"If audit trails are not properly protected, an attacker could gain access to the system,
modify the status of the resources or exfiltrate sensitive data without being noticed.",,AWS-Logging-3.1,Non-auditable API calls in all regions,The API call to the resources is not audited and the actions are not recorded into the logs.,,Hydras-AWS-Logging-3.1,Enable Cloudtrail in all regions,"Cloudtrail records events of all API calls made within a AWS account. This enables security
analysis, resource change tracking, and compliance auditing. Cloudtrail should be enabled in all
regions, even if they are not being used, to identify unintended or accidental changes.




<b>Remediation</b>:

Create a global trail using a previously created S3 bucket:


<blockquote>
aws cloudtrail create-trail --name &lt;trail_name&gt; --s3-bucket-name &lt;s3-bucket-name&gt;
--is-multi-region-trail
</blockquote>

Content provided by
<a href=""https://hydrasit.com"" target=""_blank""> Hydras IT LTD</a>","-Run: aws cloudtrail describe-trails
-Ensure &quot;IsMultiRegionTrail&quot; = TRUE",
HYDRAS-AWS-LOG,AWS Logging,API Logging and Auditing,UNAUDITABLE-CHANGES-AWS,Attackers make undetected and unaudited changes to system configurations,"If audit trails are not properly protected, an attacker could gain access to the system,
modify the status of the resources or exfiltrate sensitive data without being noticed.",,AWS-Logging-3.4,Non-auditable actions in the resources,The actions in the resources are not audited and not recorded into the logs.,,Hydras-AWS-Logging-3.2,Enable CloudTrail log file validation,"Enabling log file validation will provide additional integrity checking of CloudTrail as it
creates a digest for each log file it writes to S3. These digests can then be used to determine
if a log has been modified since being written




<b>Remediation:
</b>
<blockquote>
aws cloudtrail update-trail --name &lt;trail_name&gt; --enable-log-file-validation
</blockquote>

Content provided by
<a href=""https://hydrasit.com"" target=""_blank""> Hydras IT LTD</a>","<blockquote>
aws cloudtrail describe-trails&nbsp;
</blockquote>Ensure LogFileValidationEnabled = true (for each trail)",
HYDRAS-AWS-LOG,AWS Logging,API Logging and Auditing,UNAUDITABLE-CHANGES-AWS,Attackers make undetected and unaudited changes to system configurations,"If audit trails are not properly protected, an attacker could gain access to the system,
modify the status of the resources or exfiltrate sensitive data without being noticed.",,AWS-Logging-3.4,Non-auditable actions in the resources,The actions in the resources are not audited and not recorded into the logs.,,Hydras-AWS-Logging-3.4,Integrate the CloudTail logs into Cloudwatch logs,"One way to work with cloudtrail logs is to send them to cloudwatch logs which allows you to
define metric filters for alerting and monitoring. This allows you to take immediate action if a
certail threshold has been met. Enabling this provides the opportunity to monitor for sensitve
account activity.



<b>Remediation:</b>



-Sign in to the AWS Management Console (with cloudtrail update permission).
-Select Cloudtrail from the services list.
-Under All Buckets select the target bucket you want to check.
-Select &quot;Properties&quot; then &quot;Trails&quot;.
-Click on each trail where no CloudWatch Logs are defined.
-Go to the &quot;CloudWatch Logs&quot; section and click on &quot;Configure&quot;.
-Define a new or select an existing log group and click &quot;Continue&quot;.
-Configure the IAM Role which will deliver CloudTrail events to CloudWatch Logs.
-Create/Select an IAM Role and Policy Name.
-Click Allow.
Content provided by
<a href=""https://hydrasit.com"" target=""_blank""> Hydras IT LTD</a>

&nbsp;","<blockquote>
aws cloudtrail get-trail-status --name &lt;trail_name&gt;
</blockquote>Ensure the &quot;LatestcloudwatchLogdDeliveryTime&quot; property
is set to a recent time (ie within the latest day or so).",
HYDRAS-AWS-LOG,AWS Logging,AWS Resource Logging,UNAUDITABLE-CHANGES-RESOURCES-AWS,Attackers make undetected and unaudited changes in the resources,"If audit trails in the resources are not enabled or not protected, attackers could gain
access to the system and modify or delete data from the resources and the changes are
not detected.",,AWS-Logging-3.4,Non-auditable actions in the resources,The actions in the resources are not audited and not recorded into the logs.,,Hydras-AWS-Logging-3.6,Enable S3 Bucket logging,"S3 Bucket Access Logging generates log files that contain access records for each request made
to an S3 bucket. By enabling this it is possible to capture events relating to the objects
within that bucket thus helping to capture potential security issues or identifying threats. It
is recommended to enable S3 bucket logging on any S3 bucket that contains sensitive data and
stored the logs in a separate bucket for security analysis.



<b>Remediation:
</b>

-Sign in to the AWS Management Console (with S3 update access).
-Select S3 from the services menu.
-Under All Buckets click on the S3 bucket you wish to enable logging.
-Click on Properties in the top right of the console.
-Under Bucket:&lt;bucket_name&gt; click on Logging.
-Click on the &quot;Enabled&quot; checkbox.
-Select a &quot;Target Bucket&quot; to store the logs.
-Select a &quot;Target Prefix&quot; for the logs.
-Click &quot;Save&quot;.
Content provided by
<a href=""https://hydrasit.com"" target=""_blank""> Hydras IT LTD</a>","-Sign in to the AWS Management Console (with S3 update access).
-Select S3 from the services menu.
-Under All Buckets click on the S3 bucket you wish to enable logging.&nbsp;
-Click on Properties in the top right of the console.&nbsp;
-Under Bucket:&lt;bucket_name&gt; click on Logging.
-Ensure &quot;Enabled&quot; is checked.",
HYDRAS-AWS-LOG,AWS Logging,AWS Resource Logging,UNAUDITABLE-CHANGES-RESOURCES-AWS,Attackers make undetected and unaudited changes in the resources,"If audit trails in the resources are not enabled or not protected, attackers could gain
access to the system and modify or delete data from the resources and the changes are
not detected.",,AWS-Logging-3.8,Non-centrality audit logs,"The audit logs are not stored in a central system. Therefore, the audit logs cannot be
exploited correctly by the security personnel.",,Hydras-AWS-Logging-3.8,Export EC2 OS logs to cloudwatch logs,"Cloudwatch logs is an AWS service that allows you to send logs from an EC2 instance to
cloudwatch via an agent installed locally on the macine. The logs are then stored centrally
within cloudwatch logs and metric alerts can be configured so that security incidents can be
reported to the security team. It is recommended to enable cloudwatch log monitoring on all EC2
servers.




<b>Remediation:
</b>Follow the directions provided in &quot;http://docs.aws.amazon.com/AmazonCloudWatch/latest/DeveloperGuide/EC2NewInstanceCWL.html&quot;
to install and enable Cloudwatch Logs on a new EC2 instance.



Content provided by
<a href=""https://hydrasit.com"" target=""_blank""> Hydras IT LTD</a>","-Sign into the management console.
-Select Cloudwatch from the services menu.&nbsp;&nbsp;
-In the left pane click &quot;Logs&quot;.&nbsp;&nbsp;
-Click on your log group.
-Click on your log stream.
-Ensure event data is being captured as per the logs on your machine.",
HYDRAS-AWS-LOG,AWS Logging,AWS Resource Logging,UNAUDITABLE-CHANGES-RESOURCES-AWS,Attackers make undetected and unaudited changes in the resources,"If audit trails in the resources are not enabled or not protected, attackers could gain
access to the system and modify or delete data from the resources and the changes are
not detected.",,AWS-Logging-3.7,Unaudited connections with the resources,"The connections with the applications and with the databases cannot be audited and not
detected.",,Hydras-AWS-Logging-3.7,Enable VPC flow logs,"VPC Flow logs enable the capture of IP traffic that traverses the network interfaces within a
VPC. These logs are captured and sent to cloudtrail logs enabling you to detect security
incidents that may be occuring across the network.





<b>Remediation:</b>



-Sign into the management console.
-Select VPC from the services menu.
-In the left paneclick &quot;Your VPCs&quot;.
-Select a VPC.
-Select the Flow Logs tab from the preview panel.
-Select &quot;Create Flow Log&quot;.
-Choose a role (note this must be pre-created. Follow the link provided in the text
underneath &quot;Role&quot; for help).
-Select a &quot;Destination Log Group&quot;.
-Click &quot;Create flow Log&quot;.
Content provided by
<a href=""https://hydrasit.com"" target=""_blank""> Hydras IT LTD</a>","-Sign into the management console.
-Select VPC from the services menu.
-In the left pane click &quot;Your VPCs&quot;.
-Select a VPC.
-Select the Flow Logs tab from the preview panel.
-Ensure a Log Flow exists that has Active in the Status column.",
HYDRAS-AWS-LOG,AWS Logging,AWS Resource Logging,UNAUDITABLE-CHANGES-RESOURCES-AWS,Attackers make undetected and unaudited changes in the resources,"If audit trails in the resources are not enabled or not protected, attackers could gain
access to the system and modify or delete data from the resources and the changes are
not detected.",,AWS-Logging-3.9,Unaudited resources changes,"The changes in the applications and in the databases and these changes are not detected and
not audited.",,Hydras-AWS-Logging-3.9,Enable AWS Config across all regions,"AWS Config tracks configuration changes to resources as they occur and is therefore a good
source of identifying whether unintentional or malicious changes have occured to resources with
the AWS account.



<b>Remediation:</b>



-Sign in to the AWS Management Console (with Config update permissions).
-Select Config from the services menu.
-Define which resources you want to record in the selected region.
-Choose to include global resources (IAM resources).
-Specify an S3 bucket.
-Create an SNS Topic&nbsp;&nbsp;
Content provided by
<a href=""https://hydrasit.com"" target=""_blank""> Hydras IT LTD</a>

&nbsp;","-Sign in to the AWS Management Console (with Config update permissions)&nbsp;
-Select Config from the services menu&nbsp;
-If presented with Setup AWS Config follow the procedure highlighted in the
remediation section&nbsp;
-On the Resource inventory page, Click on &quot;edit&quot;&nbsp;
-Ensure 1 or both check-boxes under &quot;All Resources&quot; is checked.&nbsp;

-Include global resources related to IAM resources&nbsp;
-which needs to be enabled in 1 region only.

-Ensure the correct S3 bucket has been defined.&nbsp;
-Ensure the correct SNS topic has been defined.&nbsp;
-Repeat steps 2 to 7 for each region (you'll need to change region in the top right
corner of the AWS management console to do this).",
HYDRAS-AWS-MON,AWS Monitoring,Cloudwatch Metric Alerts,UNAUTHORIZED_ACCESS_SYSTEMS_AWS,Attackers access to the systems without being detected,"Attackers gain access to the systems and they are not detected and the changes of the
attackers could not be detected and audited.",,AWS-Monitoring-4.5,Brute force attempts on the MS Azure management console cannot be detected,"The failure connection attempts (brute force) must be audited and monitored and the
correspondent personnel must be alerted and informed.",,Hydras-AWS-Monitoring-4.5,Create management console login failure alerts,"When cloudtrail is configured and sending alerts to cloudwatch logs these logs can be queried
to identify suspicious API activity. One such activity that should be monitored is management
console login failures. The management console is the AWS account GUI where administration
activity is performed and is therefore a primary target for brute force attempts. To identify
these attempts alerts for login failures should be enabled as this can highlight suspicious
activity.





<b>Remediation:
</b>

-Create a metric filter that checks for console login failures: aws logs
put-metric-filter --log-group-name &lt;group&gt; --filter-name &lt;name&gt;
--metric- transformations &lt;value&gt; --filter-pattern '{ ($.eventName = ConsoleLogin)
&amp;&amp; ($.errorMessage = &quot;Failed authentication&quot;) }'&nbsp;
-Create an SNS topic for notifications: aws sns create-topic --name &lt;topic_name&gt;
-Create an SNS subscription to the topic created above: aws sns subscribe --topic-arn
&lt;topic_arn&gt; --protocol email --notification-endpoint &lt;email@example.com&gt;
-Create an alarm based on the above steps: aws cloudwatch put-metric-alarm --alarm-name
&lt;value&gt; --metric-name &lt;metric_filter_name&gt; --statistic Sum --period
300 --threshold 1 --comparison-operator GreaterThanOrEqualToThreshold --evaluation-periods 1
--namespace &lt;CloudTrailMetrics&gt; --alarm-actions &lt;topic_arn&gt;
Content provided by
<a href=""https://hydrasit.com"" target=""_blank""> Hydras IT LTD</a>","-Identify the log group name: aws cloudtrail describe-trails
-Note the &lt;group&gt; value associated with CloudWatchLogsLogGroupArn.
-Get a list of all associated metric filters for this &lt;group&gt;: aws
logs describe-metric-filters --log-group-name &quot;&lt;group&gt;&quot;&nbsp;
-Ensure the output contains the following:&nbsp;&quot;filterPattern&quot;:
&quot;{ ($.eventName = ConsoleLogin) &amp;&amp; ($.errorMessage = \&quot;Failed
authentication\&quot;) }&quot;&nbsp;
-Note the metricName value associated with the filterPattern found in step 4.&nbsp;
-Get a list of CloudWatch alarms and filter on the metricName captured in step 4:
aws cloudwatch describe-alarms --query 'MetricAlarms[?MetricName==`&lt;metricName&gt;`]'
-Note the AlarmActions value - this will provide the SNS topic ARN value.&nbsp;
-Ensure there is at least one subscriber to the SNS topic: aws sns
list-subscriptions-by-topic --topic-arn &lt;topic_arm&gt;",
